full_name,email,company,title,industry,company_size,phone
Ngô Minh Khánh,ngo.minh.khanh.17186@gmail.com,Thaco Industries,Kế toán trưởng,software,25,0961039465
Ngô Đức An,ngo.duc.an.17187@gmail.com,Gemadept Logistics,CEO,retail,1500,0960161966
Lý Quang Linh,ly.quang.linh.17188@gmail.com,Duy Tan Plastics,CEO,education,50,0969129266
Hồ Hồng Nam,ho.hong.nam.17189@thacoindustr.vn,Thaco Industries,CTO,ecommerce,50,0865090891
Đặng Quang Sơn,dang.quang.son.17190@vngcorporati.vn,VNG Corporation,CFO,healthcare,1500,0911024434
Bùi Ngọc Tuấn,bui.ngoc.tuan.17191@gmail.com,MoMo,Product Manager,ecommerce,50,0976856617
Trần Thanh Linh,tran.thanh.linh.17192@gmail.com,CenLand,CTO,retail,500,0914482570
Bùi Ngọc Dũng,bui.ngoc.dung.17193@tiki.vn,Tiki,CEO,healthcare,500,0907762006
Trần Quang Hùng,tran.quang.hung.17194@gmail.com,Base.vn,Sales Director,healthcare,25,0938054329
Phạm Hữu Tuấn,pham.huu.tuan.17195@thacoindustr.vn,Thaco Industries,Procurement Manager,retail,1500,0913524444
Lý Quang An,ly.quang.an.17196@shopeevietna.vn,Shopee Vietnam,Head of Finance,software,50,0964996313
Bùi Ngọc Tâm,bui.ngoc.tam.17197@vngcorporati.vn,VNG Corporation,CEO,healthcare,500,0352174076
Vũ Xuân Dũng,vu.xuan.dung.17198@shopeevietna.vn,Shopee Vietnam,Sales Director,manufacturing,1500,0977676413
Đặng Thanh Phúc,dang.thanh.phuc.17199@fptsoftware.vn,FPT Software,CEO,logistics,1500,0860048913
Võ Văn Hùng,vo.van.hung.17200@tiki.vn,Tiki,Product Manager,retail,120,0977699621
Đỗ Thị Bình,do.thi.binh.17201@gmail.com,Haravan,CTO,retail,25,0904515282
Lê Minh Mai,le.minh.mai.17202@fptsoftware.vn,FPT Software,Head of Finance,fintech,500,0902179892
Bùi Thanh Bình,bui.thanh.binh.17203@gmail.com,Shopee Vietnam,Head of Finance,healthcare,120,0705176463
Ngô Đức Oanh,ngo.duc.oanh.17204@fptsoftware.vn,FPT Software,Marketing Manager,software,250,0355034580
Nguyễn Hồng Trang,nguyen.hong.trang.17205@fptsoftware.vn,FPT Software,CTO,education,500,0353770819
Hồ Xuân Việt,ho.xuan.viet.17206@thacoindustr.vn,Thaco Industries,Operations Manager,logistics,500,0933613520
Võ Hồng Châu,vo.hong.chau.17207@fptsoftware.vn,FPT Software,Marketing Manager,retail,1500,0938417511
Phan Hồng Nam,phan.hong.nam.17208@shopeevietna.vn,Shopee Vietnam,Marketing Manager,ecommerce,120,0915627672
Hoàng Đức Châu,hoang.duc.chau.17209@gmail.com,CenLand,CEO,manufacturing,50,0914896713
Lý Hồng Phúc,ly.hong.phuc.17210@gmail.com,Gemadept Logistics,Sales Director,ecommerce,10,0917638344
Trần Thanh Oanh,tran.thanh.oanh.17211@pnj.vn,PNJ,Product Manager,ecommerce,1500,0706876151
Võ Thanh Dũng,vo.thanh.dung.17212@vinamilk.vn,Vinamilk,Operations Manager,healthcare,25,0909195063
Hồ Xuân Hùng,ho.xuan.hung.17213@gmail.com,PNJ,Sales Director,manufacturing,500,0967522765
Đỗ Quang Hà,do.quang.ha.17214@fptsoftware.vn,FPT Software,Operations Manager,ecommerce,250,0320197837
Lý Văn Bình,ly.van.binh.17215@gmail.com,MoMo,Marketing Manager,manufacturing,500,0931239621
Vũ Quang Sơn,vu.quang.son.17216@gmail.com,VNG Corporation,CFO,retail,50,0969308397
Ngô Ngọc Hà,ngo.ngoc.ha.17217@gmail.com,Vinmec,CTO,education,10,0935925487
Hồ Hồng An,ho.hong.an.17218@gmail.com,VNG Corporation,Product Manager,healthcare,120,0357036166
Hoàng Xuân Oanh,hoang.xuan.oanh.17219@gmail.com,PNJ,CTO,logistics,120,0327125137
Nguyễn Hồng Việt,nguyen.hong.viet.17220@thecoffeehou.vn,The Coffee House,Kế toán trưởng,logistics,10,0700623486
Võ Quang Phúc,vo.quang.phuc.17221@kiotviet.vn,KiotViet,CFO,healthcare,1500,0901581842
Trần Minh Hùng,tran.minh.hung.17222@tiki.vn,Tiki,CTO,logistics,250,0973349896
Đặng Minh Hà,dang.minh.ha.17223@tiki.vn,Tiki,Head of Finance,education,1500,0862261864
Đặng Minh Giang,dang.minh.giang.17224@gmail.com,Shopee Vietnam,Sales Director,software,10,0917675606
Phan Hữu Châu,phan.huu.chau.17225@thacoindustr.vn,Thaco Industries,Operations Manager,healthcare,120,0863016891
Hồ Văn Bình,ho.van.binh.17226@vinmec.vn,Vinmec,Procurement Manager,retail,120,0903954364
Trần Ngọc Bình,tran.ngoc.binh.17227@pharmacity.vn,Pharmacity,Kế toán trưởng,ecommerce,50,0974548859
Đỗ Thị Dũng,do.thi.dung.17228@shopeevietna.vn,Shopee Vietnam,Procurement Manager,healthcare,10,0930712767
Phan Thanh Nam,phan.thanh.nam.17229@thacoindustr.vn,Thaco Industries,Head of Finance,logistics,250,0351813158
Phạm Minh Linh,pham.minh.linh.17230@gmail.com,CenLand,Head of Finance,ecommerce,500,0972210626
Nguyễn Hữu Giang,nguyen.huu.giang.17231@gmail.com,MoMo,Kế toán trưởng,education,120,0703598601
Phan Minh Trang,phan.minh.trang.17232@gmail.com,CenLand,Operations Manager,software,50,0902528791
Ngô Xuân Sơn,ngo.xuan.son.17233@gmail.com,Haravan,CTO,ecommerce,1500,0972126665
Phan Xuân Mai,phan.xuan.mai.17234@pnj.vn,PNJ,Product Manager,manufacturing,120,0913337140
Vũ Đức Việt,vu.duc.viet.17235@duytanplasti.vn,Duy Tan Plastics,Head of Finance,fintech,50,0908437478
Dương Hồng Việt,duong.hong.viet.17236@haravan.vn,Haravan,CFO,logistics,50,0909920890
Phạm Hồng Linh,pham.hong.linh.17237@momo.vn,MoMo,CTO,manufacturing,25,0861195408
Đỗ Xuân Châu,do.xuan.chau.17238@shopeevietna.vn,Shopee Vietnam,CFO,ecommerce,10,0701342326
Võ Minh Tuấn,vo.minh.tuan.17239@haravan.vn,Haravan,Marketing Manager,fintech,50,0916739664
Dương Văn Tuấn,duong.van.tuan.17240@haravan.vn,Haravan,CTO,software,500,0705303273
Hoàng Thị Trang,hoang.thi.trang.17241@gmail.com,MoMo,Sales Director,fintech,500,0977749930
Vũ Quang Hà,vu.quang.ha.17242@fptsoftware.vn,FPT Software,CEO,logistics,120,0860937264
Trần Đức Mai,tran.duc.mai.17243@hoaphat.vn,Hoà Phát,CEO,retail,1500,0974888541
Phạm Hồng Mai,pham.hong.mai.17244@vinmec.vn,Vinmec,Operations Manager,fintech,250,0706160285
Võ Đức Nam,vo.duc.nam.17245@vinamilk.vn,Vinamilk,Sales Director,retail,25,0902483599
Phan Hồng Tâm,phan.hong.tam.17246@pnj.vn,PNJ,CEO,retail,120,0962985337
Vũ Hồng Nam,vu.hong.nam.17247@topcv.vn,TopCV,Sales Director,logistics,250,0932102174
Đặng Minh Bình,dang.minh.binh.17248@haravan.vn,Haravan,Product Manager,fintech,1500,0867402933
Đỗ Hồng Sơn,do.hong.son.17249@topcv.vn,TopCV,Operations Manager,healthcare,120,0906968961
Vũ Ngọc Tuấn,vu.ngoc.tuan.17250@gmail.com,Haravan,CEO,healthcare,1500,0933273757
Vũ Hồng Khánh,vu.hong.khanh.17251@viettiengarm.vn,Viet Tien Garment,Marketing Manager,fintech,500,0708971740
Lê Thanh Lan,le.thanh.lan.17252@gmail.com,Base.vn,CEO,education,250,0971877869
Nguyễn Ngọc Linh,nguyen.ngoc.linh.17253@gmail.com,Duy Tan Plastics,Kế toán trưởng,software,120,0705713186
Lý Ngọc Nam,ly.ngoc.nam.17254@hoaphat.vn,Hoà Phát,Procurement Manager,ecommerce,10,0974540235
Võ Hữu Phúc,vo.huu.phuc.17255@gemadeptlogi.vn,Gemadept Logistics,CFO,retail,250,0913562255
Lý Thanh Hùng,ly.thanh.hung.17256@duytanplasti.vn,Duy Tan Plastics,Procurement Manager,education,25,0353112117
Hồ Minh Nam,ho.minh.nam.17257@thecoffeehou.vn,The Coffee House,Operations Manager,retail,500,0323925429
Hoàng Xuân Trang,hoang.xuan.trang.17258@gmail.com,Base.vn,CEO,manufacturing,250,0974378052
Trần Văn Tuấn,tran.van.tuan.17259@haravan.vn,Haravan,CEO,retail,25,0914440598
Lý Hồng Khánh,ly.hong.khanh.17260@pnj.vn,PNJ,Operations Manager,fintech,250,0350062547
Hồ Văn Hùng,ho.van.hung.17261@gmail.com,FPT Software,Sales Director,software,50,0705595723
Dương Xuân Dũng,duong.xuan.dung.17262@fptsoftware.vn,FPT Software,Kế toán trưởng,software,120,0919687779
Vũ Minh Hà,vu.minh.ha.17263@pnj.vn,PNJ,Head of Finance,retail,250,0976434406
Đỗ Hồng Châu,do.hong.chau.17264@gmail.com,Thaco Industries,CEO,education,25,0908509578
Võ Quang Lan,vo.quang.lan.17265@basevn.vn,Base.vn,Marketing Manager,manufacturing,250,0963245861
Phan Đức Oanh,phan.duc.oanh.17266@hoaphat.vn,Hoà Phát,Procurement Manager,fintech,25,0327644867
Hoàng Thị Nam,hoang.thi.nam.17267@gmail.com,Base.vn,Head of Finance,ecommerce,500,0964292861
Hồ Đức Nam,ho.duc.nam.17268@viettiengarm.vn,Viet Tien Garment,Kế toán trưởng,fintech,25,0352475183
Lý Minh Linh,ly.minh.linh.17269@gmail.com,Thaco Industries,CTO,software,250,0355788544
Bùi Xuân Sơn,bui.xuan.son.17270@pnj.vn,PNJ,Kế toán trưởng,retail,120,0864562464
Đặng Hữu Oanh,dang.huu.oanh.17271@duytanplasti.vn,Duy Tan Plastics,CEO,manufacturing,25,0917832872
Phan Xuân Châu,phan.xuan.chau.17272@vngcorporati.vn,VNG Corporation,Kế toán trưởng,education,250,0709417666
Hồ Thị Dũng,ho.thi.dung.17273@cenland.vn,CenLand,CEO,retail,10,0934291510
Phan Hữu Tuấn,phan.huu.tuan.17274@basevn.vn,Base.vn,Sales Director,ecommerce,1500,0913332174
Hoàng Hồng Oanh,hoang.hong.oanh.17275@gmail.com,VNG Corporation,Sales Director,logistics,120,0700484499
Phan Văn Quân,phan.van.quan.17276@duytanplasti.vn,Duy Tan Plastics,Marketing Manager,software,1500,0329261336
Bùi Xuân Lan,bui.xuan.lan.17277@tiki.vn,Tiki,CEO,logistics,50,0709594298
Trần Xuân Trang,tran.xuan.trang.17278@cenland.vn,CenLand,Procurement Manager,healthcare,1500,0973594966
Hồ Thị Tuấn,ho.thi.tuan.17279@vinamilk.vn,Vinamilk,Marketing Manager,manufacturing,120,0970778552
Trần Hữu Dũng,tran.huu.dung.17280@hoaphat.vn,Hoà Phát,Operations Manager,software,25,0323726687
Hồ Thanh Việt,ho.thanh.viet.17281@gmail.com,Pharmacity,CEO,ecommerce,250,0914684590
Ngô Thị Oanh,ngo.thi.oanh.17282@duytanplasti.vn,Duy Tan Plastics,Procurement Manager,retail,500,0978281248
Hồ Xuân Linh,ho.xuan.linh.17283@gmail.com,Duy Tan Plastics,Procurement Manager,ecommerce,250,0901304007
Hồ Quang Trang,ho.quang.trang.17284@gmail.com,VNG Corporation,Product Manager,healthcare,10,0974865044
Trần Văn Nam,tran.van.nam.17285@viettiengarm.vn,Viet Tien Garment,Head of Finance,retail,250,0359352410
Trần Thanh Linh,tran.thanh.linh.17286@thacoindustr.vn,Thaco Industries,Kế toán trưởng,manufacturing,25,0707169296
Hoàng Hữu Giang,hoang.huu.giang.17287@basevn.vn,Base.vn,Marketing Manager,logistics,25,0909037309
Lê Đức Hà,le.duc.ha.17288@fptsoftware.vn,FPT Software,CFO,fintech,120,0707203794
Đỗ Ngọc Mai,do.ngoc.mai.17289@vngcorporati.vn,VNG Corporation,Marketing Manager,healthcare,120,0869818951
Võ Quang Tâm,vo.quang.tam.17290@hoaphat.vn,Hoà Phát,Sales Director,ecommerce,120,0327196513
Trần Văn Nam,tran.van.nam.17291@viettiengarm.vn,Viet Tien Garment,CFO,ecommerce,1500,0705139829
Lý Hồng Sơn,ly.hong.son.17292@cenland.vn,CenLand,CEO,education,500,0939527341
Đỗ Hồng Giang,do.hong.giang.17293@basevn.vn,Base.vn,Procurement Manager,logistics,10,0324842176
Nguyễn Văn Hùng,nguyen.van.hung.17294@basevn.vn,Base.vn,Operations Manager,software,250,0967543705
Vũ Minh An,vu.minh.an.17295@hoaphat.vn,Hoà Phát,Operations Manager,retail,1500,0914766077
Dương Ngọc Khánh,duong.ngoc.khanh.17296@basevn.vn,Base.vn,Marketing Manager,ecommerce,120,0968677779
Dương Minh Dũng,duong.minh.dung.17297@kiotviet.vn,KiotViet,CFO,fintech,1500,0919975519
Lý Văn Trang,ly.van.trang.17298@kiotviet.vn,KiotViet,CEO,education,500,0867210959
Hoàng Thanh Tâm,hoang.thanh.tam.17299@pnj.vn,PNJ,Sales Director,logistics,120,0708841929
Ngô Thanh Tuấn,ngo.thanh.tuan.17300@pnj.vn,PNJ,Operations Manager,manufacturing,1500,0930570474
Hoàng Văn Hùng,hoang.van.hung.17301@kiotviet.vn,KiotViet,Sales Director,logistics,500,0968588061
Trần Thị Mai,tran.thi.mai.17302@thacoindustr.vn,Thaco Industries,Kế toán trưởng,software,50,0908854547
Hoàng Đức Giang,hoang.duc.giang.17303@tiki.vn,Tiki,Procurement Manager,education,1500,0911438845
Vũ Hồng Tâm,vu.hong.tam.17304@cenland.vn,CenLand,Kế toán trưởng,fintech,10,0358522302
Bùi Hồng Oanh,bui.hong.oanh.17305@viettiengarm.vn,Viet Tien Garment,Marketing Manager,education,10,0916373402
Dương Ngọc Bình,duong.ngoc.binh.17306@shopeevietna.vn,Shopee Vietnam,CFO,healthcare,250,0323756324
Lê Hồng Châu,le.hong.chau.17307@gmail.com,MoMo,Sales Director,retail,25,0350522089
Phạm Thị Quân,pham.thi.quan.17308@tiki.vn,Tiki,Kế toán trưởng,logistics,50,0964303056
Lê Hữu Lan,le.huu.lan.17309@fptsoftware.vn,FPT Software,CEO,manufacturing,10,0961937221
Ngô Văn Phúc,ngo.van.phuc.17310@hoaphat.vn,Hoà Phát,Product Manager,healthcare,1500,0913365826
Đỗ Văn Oanh,do.van.oanh.17311@viettiengarm.vn,Viet Tien Garment,Sales Director,software,120,0320869343
Trần Thị Khánh,tran.thi.khanh.17312@haravan.vn,Haravan,Head of Finance,healthcare,250,0904043090
Lê Ngọc Trang,le.ngoc.trang.17313@kiotviet.vn,KiotViet,Head of Finance,manufacturing,250,0968024243
Trần Minh Hùng,tran.minh.hung.17314@gmail.com,Thaco Industries,Sales Director,fintech,500,0962469859
Phạm Quang Nam,pham.quang.nam.17315@vinmec.vn,Vinmec,CTO,retail,1500,0702441336
Võ Hồng Giang,vo.hong.giang.17316@gemadeptlogi.vn,Gemadept Logistics,Operations Manager,education,25,0913549534
Lý Văn Trang,ly.van.trang.17317@gemadeptlogi.vn,Gemadept Logistics,CEO,software,120,0356926524
Lý Thanh Hùng,ly.thanh.hung.17318@gmail.com,Pharmacity,Sales Director,healthcare,50,0919933012
Bùi Quang Quân,bui.quang.quan.17319@gmail.com,Tiki,CEO,manufacturing,10,0861265697
Võ Văn Lan,vo.van.lan.17320@vinmec.vn,Vinmec,Head of Finance,fintech,250,0976289588
Hồ Thanh Hùng,ho.thanh.hung.17321@gmail.com,Vinamilk,CFO,fintech,50,0960092740
Trần Văn Mai,tran.van.mai.17322@gmail.com,Duy Tan Plastics,Operations Manager,manufacturing,10,0867689465
Lý Thị Khánh,ly.thi.khanh.17323@viettiengarm.vn,Viet Tien Garment,Head of Finance,education,120,0864617433
Đặng Ngọc Oanh,dang.ngoc.oanh.17324@gmail.com,Vinmec,Kế toán trưởng,manufacturing,50,0321746280
Nguyễn Minh An,nguyen.minh.an.17325@gmail.com,PNJ,CTO,manufacturing,500,0933034641
Ngô Hữu Lan,ngo.huu.lan.17326@cenland.vn,CenLand,Marketing Manager,fintech,500,0322267108
Nguyễn Ngọc Phúc,nguyen.ngoc.phuc.17327@pharmacity.vn,Pharmacity,Head of Finance,retail,1500,0320543548
Vũ Quang An,vu.quang.an.17328@fptsoftware.vn,FPT Software,Head of Finance,manufacturing,25,0708483353
Nguyễn Văn Lan,nguyen.van.lan.17329@vinamilk.vn,Vinamilk,Kế toán trưởng,software,1500,0910825058
Võ Thanh Linh,vo.thanh.linh.17330@viettiengarm.vn,Viet Tien Garment,Kế toán trưởng,manufacturing,50,0963198436
Bùi Quang Bình,bui.quang.binh.17331@gmail.com,TopCV,Marketing Manager,retail,120,0355065528
Võ Hồng Quân,vo.hong.quan.17332@thecoffeehou.vn,The Coffee House,Kế toán trưởng,healthcare,25,0936979633
Vũ Thanh Trang,vu.thanh.trang.17333@shopeevietna.vn,Shopee Vietnam,CFO,retail,1500,0976276500
Hồ Hồng Hà,ho.hong.ha.17334@gmail.com,VNG Corporation,Sales Director,fintech,120,0904375758
Hoàng Đức Giang,hoang.duc.giang.17335@vinmec.vn,Vinmec,Operations Manager,ecommerce,120,0702607877
Trần Minh Dũng,tran.minh.dung.17336@topcv.vn,TopCV,Kế toán trưởng,manufacturing,50,0327905780
Đỗ Hữu Linh,do.huu.linh.17337@kiotviet.vn,KiotViet,Procurement Manager,logistics,250,0868285086
Phạm Thị Hà,pham.thi.ha.17338@basevn.vn,Base.vn,Head of Finance,retail,10,0862938959
Bùi Minh An,bui.minh.an.17339@hoaphat.vn,Hoà Phát,Marketing Manager,fintech,25,0964224579
Hồ Văn Hà,ho.van.ha.17340@gmail.com,Haravan,CFO,ecommerce,1500,0969370294
Dương Quang Tâm,duong.quang.tam.17341@topcv.vn,TopCV,Head of Finance,software,250,0863371958
Đỗ Đức Châu,do.duc.chau.17342@hoaphat.vn,Hoà Phát,Sales Director,ecommerce,50,0327614420
Hồ Minh An,ho.minh.an.17343@kiotviet.vn,KiotViet,Product Manager,fintech,120,0918613356
Nguyễn Hồng Khánh,nguyen.hong.khanh.17344@momo.vn,MoMo,Operations Manager,logistics,50,0702233829
Phan Xuân Tâm,phan.xuan.tam.17345@basevn.vn,Base.vn,Procurement Manager,manufacturing,250,0906325160
Hoàng Thị Hùng,hoang.thi.hung.17346@haravan.vn,Haravan,CEO,manufacturing,50,0918357483
Vũ Hồng Mai,vu.hong.mai.17347@vngcorporati.vn,VNG Corporation,Procurement Manager,ecommerce,10,0705420882
Lý Thanh Lan,ly.thanh.lan.17348@momo.vn,MoMo,Head of Finance,ecommerce,50,0701624368
Đặng Văn Việt,dang.van.viet.17349@gemadeptlogi.vn,Gemadept Logistics,CEO,healthcare,25,0910918692
Lý Quang An,ly.quang.an.17350@shopeevietna.vn,Shopee Vietnam,Head of Finance,education,25,0964269397
Đỗ Văn Khánh,do.van.khanh.17351@kiotviet.vn,KiotViet,Marketing Manager,software,1500,0960914529
Phạm Đức Hùng,pham.duc.hung.17352@viettiengarm.vn,Viet Tien Garment,Kế toán trưởng,fintech,500,0935347605
Dương Hữu Tuấn,duong.huu.tuan.17353@gmail.com,Base.vn,CFO,fintech,120,0938884581
Đặng Văn Việt,dang.van.viet.17354@haravan.vn,Haravan,Kế toán trưởng,ecommerce,120,0913127382
Lý Hồng Lan,ly.hong.lan.17355@tiki.vn,Tiki,Kế toán trưởng,retail,10,0703990516
Vũ Văn An,vu.van.an.17356@gmail.com,Shopee Vietnam,Operations Manager,software,50,0704932893
Dương Hữu Bình,duong.huu.binh.17357@fptsoftware.vn,FPT Software,CFO,manufacturing,250,0357362463
Dương Văn Phúc,duong.van.phuc.17358@gmail.com,MoMo,Sales Director,retail,120,0358151773
Bùi Văn Hùng,bui.van.hung.17359@thacoindustr.vn,Thaco Industries,Procurement Manager,ecommerce,10,0969855865
Dương Văn Giang,duong.van.giang.17360@pnj.vn,PNJ,Sales Director,logistics,250,0351729440
Ngô Thị Linh,ngo.thi.linh.17361@shopeevietna.vn,Shopee Vietnam,CTO,education,10,0966200926
Ngô Hữu Giang,ngo.huu.giang.17362@vngcorporati.vn,VNG Corporation,Marketing Manager,logistics,1500,0329528656
Hồ Hữu Châu,ho.huu.chau.17363@gemadeptlogi.vn,Gemadept Logistics,Procurement Manager,healthcare,10,0930099588
Trần Văn Tâm,tran.van.tam.17364@thacoindustr.vn,Thaco Industries,CFO,logistics,1500,0974970322
Vũ Quang Việt,vu.quang.viet.17365@thacoindustr.vn,Thaco Industries,Kế toán trưởng,fintech,120,0703696803
Ngô Quang Tâm,ngo.quang.tam.17366@duytanplasti.vn,Duy Tan Plastics,CTO,healthcare,1500,0356160406
Phạm Hữu An,pham.huu.an.17367@pnj.vn,PNJ,Product Manager,logistics,250,0903171447
Lý Minh Tuấn,ly.minh.tuan.17368@pharmacity.vn,Pharmacity,Marketing Manager,manufacturing,1500,0903555600
Dương Minh Tâm,duong.minh.tam.17369@topcv.vn,TopCV,CTO,healthcare,120,0978651676
Đỗ Hồng Khánh,do.hong.khanh.17370@basevn.vn,Base.vn,CFO,fintech,50,0321530725
Lý Minh Trang,ly.minh.trang.17371@fptsoftware.vn,FPT Software,Head of Finance,software,120,0323114307
Trần Quang Bình,tran.quang.binh.17372@gmail.com,Duy Tan Plastics,CEO,logistics,25,0913676264
Đặng Ngọc Tâm,dang.ngoc.tam.17373@vinamilk.vn,Vinamilk,Kế toán trưởng,manufacturing,10,0709200547
Đỗ Văn Giang,do.van.giang.17374@vngcorporati.vn,VNG Corporation,Head of Finance,ecommerce,500,0906836659
Đặng Văn Hà,dang.van.ha.17375@gemadeptlogi.vn,Gemadept Logistics,CFO,software,1500,0911687533
Lý Xuân Dũng,ly.xuan.dung.17376@thacoindustr.vn,Thaco Industries,Operations Manager,education,50,0701930065
Nguyễn Đức Lan,nguyen.duc.lan.17377@topcv.vn,TopCV,Kế toán trưởng,ecommerce,1500,0935401577
Bùi Xuân Bình,bui.xuan.binh.17378@haravan.vn,Haravan,CFO,ecommerce,120,0707186918
Lý Hữu Tâm,ly.huu.tam.17379@pharmacity.vn,Pharmacity,Head of Finance,fintech,10,0931994218
Nguyễn Hữu Bình,nguyen.huu.binh.17380@gmail.com,Pharmacity,Kế toán trưởng,logistics,1500,0911036269
Vũ Ngọc Sơn,vu.ngoc.son.17381@shopeevietna.vn,Shopee Vietnam,CEO,manufacturing,25,0908355317
Đặng Hồng Giang,dang.hong.giang.17382@haravan.vn,Haravan,Sales Director,healthcare,250,0866457527
Lê Văn Giang,le.van.giang.17383@basevn.vn,Base.vn,CTO,ecommerce,50,0905554983
Hoàng Xuân Lan,hoang.xuan.lan.17384@kiotviet.vn,KiotViet,CTO,healthcare,50,0706695798
Nguyễn Thị Tâm,nguyen.thi.tam.17385@kiotviet.vn,KiotViet,Operations Manager,education,10,0962423356
Vũ Văn Bình,vu.van.binh.17386@vinmec.vn,Vinmec,Kế toán trưởng,ecommerce,50,0919648792
Bùi Quang Mai,bui.quang.mai.17387@pharmacity.vn,Pharmacity,CTO,retail,10,0960896071
Bùi Thị Hùng,bui.thi.hung.17388@gemadeptlogi.vn,Gemadept Logistics,Procurement Manager,education,50,0868982988
Bùi Văn Hùng,bui.van.hung.17389@gmail.com,FPT Software,Procurement Manager,healthcare,50,0967016806
Hồ Văn Linh,ho.van.linh.17390@haravan.vn,Haravan,Head of Finance,ecommerce,250,0912019350
Phan Xuân Việt,phan.xuan.viet.17391@shopeevietna.vn,Shopee Vietnam,CEO,healthcare,50,0968998036
Trần Ngọc Sơn,tran.ngoc.son.17392@duytanplasti.vn,Duy Tan Plastics,CEO,manufacturing,250,0913158310
Bùi Hữu Hùng,bui.huu.hung.17393@haravan.vn,Haravan,Sales Director,fintech,120,0901197869
Trần Xuân Bình,tran.xuan.binh.17394@pharmacity.vn,Pharmacity,Sales Director,healthcare,500,0703185813
Ngô Hữu Giang,ngo.huu.giang.17395@fptsoftware.vn,FPT Software,Marketing Manager,software,1500,0327728878
Phạm Quang Tâm,pham.quang.tam.17396@thacoindustr.vn,Thaco Industries,Product Manager,logistics,25,0358455031
Ngô Văn Hà,ngo.van.ha.17397@viettiengarm.vn,Viet Tien Garment,Marketing Manager,logistics,120,0970641691
Đỗ Văn Oanh,do.van.oanh.17398@vinamilk.vn,Vinamilk,CTO,manufacturing,1500,0702696114
Vũ Văn Oanh,vu.van.oanh.17399@gmail.com,Vinmec,Operations Manager,retail,50,0706323497
Phan Văn Hùng,phan.van.hung.17400@duytanplasti.vn,Duy Tan Plastics,Kế toán trưởng,manufacturing,25,0708028739
Lê Thị Quân,le.thi.quan.17401@shopeevietna.vn,Shopee Vietnam,Product Manager,software,500,0972171776
Trần Quang Quân,tran.quang.quan.17402@thacoindustr.vn,Thaco Industries,Head of Finance,manufacturing,250,0865975807
Đặng Hữu Trang,dang.huu.trang.17403@haravan.vn,Haravan,CEO,ecommerce,25,0354244154
Võ Quang Phúc,vo.quang.phuc.17404@gmail.com,Viet Tien Garment,Kế toán trưởng,healthcare,120,0906866076
Đỗ Minh Việt,do.minh.viet.17405@shopeevietna.vn,Shopee Vietnam,Head of Finance,education,250,0357744685
Nguyễn Hữu Mai,nguyen.huu.mai.17406@gmail.com,Tiki,Sales Director,education,50,0972261225
Trần Thanh An,tran.thanh.an.17407@thecoffeehou.vn,The Coffee House,CTO,fintech,250,0707284223
Bùi Xuân Trang,bui.xuan.trang.17408@gmail.com,KiotViet,CEO,ecommerce,10,0352576723
Đỗ Hồng Nam,do.hong.nam.17409@gmail.com,Base.vn,Kế toán trưởng,software,500,0867215650
Dương Đức Oanh,duong.duc.oanh.17410@vinmec.vn,Vinmec,Kế toán trưởng,software,250,0709273403
Ngô Quang Phúc,ngo.quang.phuc.17411@gmail.com,Shopee Vietnam,Product Manager,education,500,0329633240
Nguyễn Minh Trang,nguyen.minh.trang.17412@thecoffeehou.vn,The Coffee House,Marketing Manager,fintech,1500,0979805656
Dương Thanh Mai,duong.thanh.mai.17413@thacoindustr.vn,Thaco Industries,CEO,logistics,1500,0966753373
Hoàng Minh Sơn,hoang.minh.son.17414@thecoffeehou.vn,The Coffee House,CTO,logistics,10,0909184639
Dương Thanh Mai,duong.thanh.mai.17415@viettiengarm.vn,Viet Tien Garment,Kế toán trưởng,software,1500,0860413438
Đỗ Thị Khánh,do.thi.khanh.17416@topcv.vn,TopCV,CEO,healthcare,10,0967707157
Hoàng Thanh Bình,hoang.thanh.binh.17417@gmail.com,Tiki,Product Manager,fintech,120,0708599506
Lý Quang An,ly.quang.an.17418@gmail.com,Vinamilk,Product Manager,education,250,0906080078
Hoàng Ngọc Phúc,hoang.ngoc.phuc.17419@momo.vn,MoMo,CFO,ecommerce,50,0328712679
Nguyễn Thị Bình,nguyen.thi.binh.17420@gmail.com,PNJ,Procurement Manager,education,10,0322519957
Nguyễn Thị Lan,nguyen.thi.lan.17421@hoaphat.vn,Hoà Phát,Kế toán trưởng,fintech,120,0328939232
Đặng Quang Giang,dang.quang.giang.17422@fptsoftware.vn,FPT Software,Sales Director,logistics,120,0913611705
Hoàng Minh Lan,hoang.minh.lan.17423@kiotviet.vn,KiotViet,Product Manager,ecommerce,50,0938140478
Lê Quang Việt,le.quang.viet.17424@gmail.com,TopCV,Product Manager,software,25,0905139016
Ngô Minh Châu,ngo.minh.chau.17425@gmail.com,Shopee Vietnam,CTO,education,500,0904454829
Nguyễn Đức Nam,nguyen.duc.nam.17426@viettiengarm.vn,Viet Tien Garment,Head of Finance,logistics,120,0979359892
Bùi Hữu Dũng,bui.huu.dung.17427@gemadeptlogi.vn,Gemadept Logistics,Sales Director,manufacturing,1500,0936221162
Hoàng Đức Khánh,hoang.duc.khanh.17428@thecoffeehou.vn,The Coffee House,Kế toán trưởng,software,1500,0918489986
Ngô Minh Quân,ngo.minh.quan.17429@vinamilk.vn,Vinamilk,Product Manager,logistics,250,0939595707
